Time_Frame,Grass,Prey,Hunter
0,35,25,15
1,35,25,15
2,35,25,15
3,35,25,15
4,35,25,15
5,35,25,15
6,35,25,15
7,35,25,15
8,35,24,16
9,35,24,16
10,35,24,16
11,35,24,16
12,35,24,16
13,35,24,16
14,35,24,16
15,35,24,16
16,35,24,16
17,35,24,16
18,35,25,16
19,35,25,16
20,35,25,16
21,35,26,16
22,35,26,16
23,35,26,16
24,35,26,16
25,35,26,16
26,35,26,16
27,35,26,16
28,35,26,16
29,35,26,16
30,35,26,16
31,35,26,16
32,35,27,16
33,35,27,16
34,35,27,16
35,35,27,16
36,35,27,16
37,35,27,16
38,35,27,16
39,35,27,16
40,35,27,16
41,35,27,16
42,35,27,16
43,35,27,16
44,35,27,16
45,35,27,16
46,35,27,16
47,35,27,16
48,35,27,16
49,35,27,16
50,35,27,16
51,35,27,16
52,35,27,16
53,35,27,16
54,35,27,16
55,35,27,16
56,35,27,16
57,35,27,16
58,35,27,16
59,35,27,16
60,35,27,16
61,35,27,16
62,35,27,16
63,35,27,16
64,35,27,16
65,35,27,16
66,35,27,16
67,35,27,16
68,35,27,16
69,35,27,16
70,35,27,16
71,35,27,16
72,35,26,17
73,35,26,17
74,35,26,17
75,35,26,17
76,35,26,17
77,35,26,17
78,35,26,17
79,35,26,17
80,35,26,17
81,35,26,17
82,35,26,17
83,35,26,17
84,35,26,17
85,35,26,17
86,35,26,17
87,35,27,17
88,35,27,17
89,35,27,17
90,35,27,17
91,35,27,17
92,35,27,17
93,35,27,17
94,35,27,17
95,35,27,17
96,35,27,16
97,35,27,16
98,35,27,15
99,35,27,15
100,35,27,15
101,35,27,15
102,35,27,15
103,35,26,16
104,35,26,16
105,35,26,16
106,35,26,16
107,35,26,16
108,35,26,16
109,35,26,16
110,35,26,16
111,35,26,15
112,35,26,15
113,35,26,15
114,35,26,15
115,35,26,15
116,35,26,15
117,35,26,15
118,35,26,15
119,35,26,15
120,35,26,15
121,35,26,15
122,35,26,15
123,35,26,15
124,35,26,15
125,35,26,15
126,35,26,15
127,35,26,15
128,35,26,15
129,35,26,15
130,35,26,15
131,35,26,15
132,35,26,15
133,35,26,15
134,35,26,15
135,35,26,15
136,35,26,15
137,35,26,15
138,35,26,15
139,35,26,15
140,35,26,15
141,35,26,15
142,35,26,15
143,35,26,15
144,35,26,15
145,35,26,15
146,35,26,15
147,35,26,15
148,35,26,15
149,35,26,15
150,35,26,15
151,35,26,15
152,35,26,15
153,35,26,15
154,35,26,15
155,35,26,15
156,35,26,15
157,35,26,15
158,35,26,15
159,35,26,15
160,35,26,15
161,35,26,15
162,35,26,15
163,35,26,15
164,35,26,15
165,35,26,15
166,35,26,15
167,35,26,15
168,35,26,15
169,35,26,15
170,35,26,15
171,35,26,15
172,35,26,15
173,35,26,15
174,35,26,15
175,35,26,15
176,35,26,15
177,35,26,15
178,35,26,15
179,35,26,15
180,35,26,15
181,35,26,15
182,35,26,15
183,35,26,15
184,35,26,15
185,35,26,15
186,35,26,15
187,35,26,15
188,35,27,15
189,35,27,15
190,35,27,15
191,35,27,15
192,35,27,15
193,35,27,15
194,35,27,15
195,35,27,15
196,35,27,15
197,35,27,15
198,35,27,15
199,35,27,15
200,35,27,15
201,35,27,15
202,35,27,15
203,35,27,15
204,35,27,15
205,35,27,15
206,35,27,15
207,35,27,15
208,35,27,15
209,35,27,15
210,35,27,15
211,35,27,15
212,35,27,15
213,35,27,15
214,34,28,15
215,34,28,14
216,34,28,14
217,34,28,14
218,34,28,14
219,34,28,14
220,34,28,14
221,34,28,14
222,34,28,14
223,34,28,14
224,34,28,13
225,34,28,13
226,34,28,13
227,34,28,13
228,34,28,13
229,34,28,13
230,34,28,13
231,34,28,13
232,34,28,13
233,34,28,13
234,34,28,13
235,34,28,13
236,34,28,13
237,34,28,13
238,34,28,13
239,34,28,13
240,34,28,13
241,34,28,13
242,34,28,13
243,34,28,13
244,33,30,13
245,33,30,13
246,33,30,13
247,33,30,13
248,33,30,13
249,33,30,13
250,33,30,13
251,33,30,13
252,33,30,13
253,33,30,13
254,33,30,13
255,33,30,13
256,33,30,13
257,33,30,13
258,33,30,13
259,33,31,13
260,33,31,13
261,33,31,13
262,33,31,13
263,33,31,13
264,33,31,13
265,33,31,13
266,33,31,13
267,33,31,13
268,33,31,13
269,33,31,13
270,33,31,13
271,33,31,13
272,33,31,13
273,33,31,13
274,33,31,13
275,32,32,13
276,32,32,13
277,32,32,13
278,32,32,13
279,32,32,13
280,32,32,13
281,32,32,13
282,32,32,13
283,32,32,12
284,32,32,12
285,32,32,12
286,32,32,12
287,32,32,12
288,32,32,12
289,32,32,12
290,32,32,12
291,32,32,12
292,32,32,12
293,32,32,12
294,32,32,12
295,32,32,12
296,32,32,12
297,32,32,12
298,32,32,12
299,32,32,12
300,32,32,12
301,32,32,12
302,32,32,12
303,32,32,12
304,32,32,12
305,32,32,12
306,32,32,12
307,32,32,12
308,32,32,12
309,32,32,12
310,32,32,12
311,32,32,12
312,32,32,12
313,32,31,13
314,32,31,13
315,32,31,13
316,32,31,13
317,32,31,13
318,32,31,13
319,32,31,13
320,32,31,13
321,32,31,13
322,32,31,13
323,32,31,13
324,32,31,13
325,32,31,13
326,32,31,13
327,32,31,13
328,32,31,13
329,32,31,13
330,32,32,13
331,32,32,13
332,32,32,13
333,32,32,13
334,32,32,13
335,32,32,13
336,32,32,13
337,32,32,13
338,32,32,13
339,32,32,13
340,32,32,13
341,32,32,13
342,32,32,13
343,32,32,13
344,32,32,13
345,32,32,13
346,32,32,13
347,32,32,13
348,32,32,13
349,32,33,13
350,32,33,13
351,32,33,13
352,32,33,13
353,32,33,13
354,32,33,13
355,32,33,13
356,32,33,13
357,32,33,13
358,32,33,13
359,32,33,13
360,32,33,13
361,32,33,13
362,32,33,13
363,32,33,13
364,32,33,13
365,32,33,13
366,32,33,13
367,32,34,13
368,32,34,13
369,32,34,13
370,32,34,13
371,32,34,13
372,32,34,13
373,32,34,13
374,32,34,13
375,32,34,13
376,32,34,13
377,32,34,13
378,32,34,13
379,32,34,13
380,32,34,13
381,32,34,13
382,32,34,13
383,32,34,13
384,32,34,13
385,32,34,13
386,32,34,13
387,32,34,13
388,32,34,13
389,32,34,13
390,32,34,13
391,32,34,13
392,32,34,13
393,32,34,13
394,32,34,13
395,32,34,13
396,32,34,12
397,32,34,12
398,32,34,12
399,32,34,12
400,32,34,12
401,32,34,12
402,32,34,12
403,32,34,12
404,32,34,12
405,32,34,12
406,32,34,12
407,32,34,12
408,32,34,12
409,32,34,12
410,32,34,12
411,32,34,12
412,32,34,12
413,32,34,12
414,32,33,13
415,32,33,13
416,32,33,13
417,32,33,13
418,32,33,13
419,32,33,13
420,32,33,13
421,32,33,13
422,32,33,13
423,32,33,13
424,32,33,13
425,32,33,13
426,32,33,13
427,32,33,13
428,32,33,13
429,32,33,13
430,32,33,13
431,32,33,13
432,32,33,13
433,32,33,13
