Time_Frame,Grass,Prey,Hunter
0,35,40,50
1,35,40,50
2,34,41,50
3,34,41,50
4,34,41,50
5,34,41,50
6,34,41,50
7,34,41,50
8,34,41,50
9,34,41,50
10,34,41,50
11,34,41,50
12,34,41,50
13,34,41,50
14,34,41,50
15,34,41,50
16,34,41,50
17,34,41,50
18,34,41,50
19,34,41,50
20,34,42,50
21,34,42,50
22,34,42,50
23,34,42,50
24,34,42,50
25,34,42,50
26,34,42,50
27,34,42,50
28,34,42,50
29,34,42,50
30,34,42,50
31,34,42,50
32,34,42,50
33,34,42,50
34,34,42,50
35,34,42,50
36,34,42,50
37,34,42,50
38,34,42,50
39,34,42,50
40,34,42,50
41,34,42,50
42,34,42,50
43,34,42,50
44,34,42,50
45,34,42,50
46,34,42,50
47,34,42,50
48,34,42,50
49,34,42,50
50,34,42,50
51,34,42,50
52,34,42,50
53,34,42,50
54,34,42,50
55,34,42,50
56,34,42,50
57,34,42,50
58,34,42,50
59,34,42,50
60,34,42,50
61,34,42,50
62,34,42,50
63,34,43,50
64,34,43,50
65,34,43,50
66,34,43,50
67,34,43,50
68,34,43,50
69,34,43,50
70,34,43,50
71,34,43,50
72,34,43,50
73,34,43,50
74,34,43,50
75,34,43,50
76,34,44,50
77,34,44,50
78,34,44,50
79,34,44,50
80,34,44,50
81,34,44,50
82,34,44,50
83,33,45,50
84,33,45,50
85,32,46,50
86,32,46,50
87,32,46,50
88,32,46,50
89,32,46,50
90,32,46,50
91,32,46,50
92,32,46,50
93,32,46,50
94,32,46,50
95,32,46,50
96,32,46,50
97,32,45,50
98,32,45,50
99,31,46,50
100,31,46,50
101,31,46,50
102,31,46,50
103,31,46,50
104,31,46,50
105,31,46,50
106,31,46,50
107,31,46,50
108,31,46,50
109,31,46,50
110,31,46,50
111,31,46,50
112,31,46,50
113,31,46,50
114,31,46,50
115,31,46,50
116,31,46,50
117,31,46,50
118,31,46,50
119,31,46,51
120,31,46,51
121,31,46,51
122,31,46,51
123,31,46,52
124,31,46,52
125,31,46,52
126,31,47,52
127,31,47,52
128,31,47,52
129,31,47,52
130,31,47,52
131,31,47,52
132,31,47,52
133,31,47,52
134,31,47,52
135,31,47,52
136,31,47,52
137,31,47,52
138,31,47,52
139,31,47,52
140,31,47,52
141,31,47,52
142,31,47,52
143,31,47,52
144,31,47,53
145,31,47,53
146,31,47,53
147,31,47,54
148,31,47,54
149,30,48,54
150,30,48,54
151,30,48,54
152,30,48,54
153,30,48,54
154,30,48,54
155,30,48,55
156,30,48,55
157,30,48,55
158,30,48,55
159,30,48,55
160,30,48,55
161,30,48,55
162,30,48,55
163,30,48,55
164,30,48,55
165,30,48,55
166,30,48,55
167,30,48,55
168,30,48,55
169,30,48,55
170,30,48,55
171,30,48,55
172,30,48,55
173,30,48,55
174,30,48,55
175,30,48,55
176,30,48,55
177,30,48,55
178,30,48,55
179,30,48,55
180,30,48,55
181,30,48,55
182,30,48,55
183,30,48,55
184,30,48,55
185,30,48,55
186,30,49,55
187,30,49,55
188,30,49,55
189,30,49,55
190,30,49,55
191,30,49,55
192,30,49,55
193,30,49,55
194,30,49,55
195,30,49,55
196,30,49,55
197,30,49,55
198,30,49,55
199,30,50,55
200,30,50,55
201,30,50,55
202,30,50,55
203,30,50,55
204,30,50,55
205,30,50,55
206,30,49,54
207,30,49,54
208,30,49,54
209,30,49,54
210,30,49,54
211,30,49,54
212,30,49,54
213,30,49,53
214,30,49,53
215,30,49,52
216,30,49,52
217,30,49,52
218,30,49,52
219,30,49,52
220,30,49,52
221,30,49,52
222,30,49,52
223,30,49,52
224,30,49,52
225,30,49,52
226,30,49,52
227,30,49,52
228,30,49,52
229,30,49,52
230,30,49,52
231,30,50,52
232,30,50,52
233,30,50,52
234,30,50,52
235,30,50,52
236,30,50,52
237,30,50,52
238,30,50,52
239,30,50,52
240,30,50,52
241,30,50,52
242,30,50,52
243,30,50,52
244,30,50,52
245,30,50,52
246,30,50,52
247,30,50,52
248,30,50,52
249,30,50,52
250,30,50,52
251,30,50,52
252,30,50,52
253,30,50,52
254,30,50,52
255,30,50,52
256,30,50,52
257,30,50,52
258,30,50,51
259,30,50,51
260,30,50,51
261,30,50,51
262,30,50,51
263,30,50,51
264,30,50,51
265,30,50,51
266,30,50,51
267,30,50,51
268,30,49,51
269,30,49,51
270,30,49,51
271,30,49,51
272,30,49,51
273,30,49,50
274,30,49,50
275,30,49,50
276,30,49,50
277,30,49,50
278,30,49,50
279,30,49,50
280,30,49,50
281,30,49,50
282,30,49,50
283,30,49,50
284,30,49,50
285,30,49,50
286,30,49,50
287,30,49,50
288,30,49,50
289,30,49,50
290,30,49,50
291,30,50,50
292,30,50,50
293,30,50,50
294,30,50,50
295,29,51,50
296,29,51,50
297,29,51,50
298,29,51,50
299,29,51,50
300,29,51,50
301,29,51,50
302,29,51,50
303,29,51,50
304,29,51,50
305,29,51,51
306,29,51,51
307,29,51,51
308,29,51,51
309,29,51,51
310,29,51,51
311,29,51,51
312,29,51,51
313,29,51,51
314,29,51,51
315,29,51,51
