Time_Frame,Grass,Prey,Hunter
0,17,20,10
1,16,21,10
2,16,21,10
3,16,21,10
4,16,21,10
5,16,21,10
6,16,21,10
7,16,21,10
8,16,21,10
9,16,21,10
10,16,21,10
11,16,21,10
12,16,21,10
13,16,21,10
14,16,21,10
15,16,21,10
16,16,21,10
17,16,21,10
18,16,21,10
19,16,21,10
20,16,21,10
21,16,21,10
22,16,21,10
23,16,21,10
24,16,21,10
25,16,21,10
26,16,21,10
27,16,21,10
28,16,21,10
29,16,21,10
30,16,21,10
31,16,21,10
32,16,21,10
33,16,21,10
34,16,21,10
35,16,21,10
36,16,21,10
37,16,21,10
38,16,21,10
39,16,21,10
40,16,21,10
41,16,21,10
42,16,21,10
43,16,21,10
44,16,21,10
45,16,21,10
46,16,21,10
47,16,21,10
48,16,21,10
49,16,21,10
50,16,21,10
51,16,21,10
52,16,21,10
53,16,21,10
54,16,21,10
55,16,21,10
56,16,21,10
57,16,21,10
58,16,21,10
59,16,21,10
60,16,21,10
61,16,21,10
62,16,21,10
63,16,21,10
64,16,21,10
65,16,21,10
66,16,21,10
67,16,21,10
68,16,21,10
69,16,21,10
70,16,21,10
71,16,21,10
72,16,21,10
73,16,21,10
74,16,21,10
75,16,21,10
76,16,21,10
77,16,21,10
78,16,21,10
79,16,21,10
80,16,21,10
81,16,21,10
82,16,21,10
83,16,21,10
84,16,21,10
85,16,21,10
86,16,21,10
87,16,21,10
88,16,21,10
89,16,21,10
90,16,21,10
91,16,21,10
92,16,21,10
93,16,21,10
94,16,21,10
95,16,21,10
96,16,21,10
97,16,21,10
98,16,21,10
99,16,21,10
100,16,21,10
101,16,21,10
102,16,21,10
103,16,21,10
104,16,21,10
105,16,21,10
106,16,21,10
107,16,21,10
108,16,21,10
109,16,21,10
110,16,21,10
111,16,21,10
112,16,21,10
113,16,21,10
114,16,21,10
115,16,21,10
116,16,21,10
117,16,21,10
118,16,21,10
119,16,21,10
120,16,21,10
121,16,21,10
122,16,21,10
123,16,21,10
124,16,21,10
125,16,21,10
126,16,21,10
127,16,21,10
128,16,21,10
129,16,21,10
130,16,21,10
131,16,21,10
132,16,21,10
133,16,21,10
134,16,21,10
135,16,21,10
136,16,21,10
137,16,21,10
138,16,21,10
139,16,21,10
140,16,21,10
141,16,21,10
142,16,21,10
143,16,21,10
144,16,21,10
145,16,21,10
146,16,21,10
147,16,21,10
148,16,21,10
149,16,21,10
150,16,21,10
151,16,21,10
152,16,21,10
153,16,21,10
154,16,21,10
155,16,21,10
156,16,21,10
157,16,21,10
158,16,21,10
159,16,21,10
160,16,21,10
161,16,21,10
162,16,21,10
163,16,21,10
164,16,21,10
165,16,22,10
166,16,22,10
167,16,22,10
168,16,22,10
169,16,22,10
170,16,22,10
171,16,22,10
172,16,22,10
173,16,22,10
174,16,22,10
175,16,22,10
176,16,22,10
177,16,22,10
178,16,22,10
179,16,22,10
180,16,22,10
181,16,22,10
182,16,22,10
183,16,22,10
184,16,22,10
185,16,22,10
186,16,22,10
187,16,22,10
188,16,22,10
189,16,22,10
190,16,22,10
191,16,22,10
192,16,22,10
193,16,22,10
194,16,22,10
195,16,22,10
196,16,22,10
197,16,22,10
198,16,22,10
199,16,22,10
200,16,22,10
201,16,22,10
202,16,22,10
203,16,22,10
204,16,22,10
205,16,22,10
206,16,22,10
207,16,22,10
208,16,22,10
209,16,22,10
210,16,22,10
211,16,22,10
212,16,22,10
213,16,22,10
214,16,22,10
215,16,22,10
216,16,22,10
217,16,22,10
218,16,22,10
219,16,22,10
220,16,22,10
221,16,22,10
222,16,21,11
223,16,21,11
224,16,21,11
225,16,21,11
226,16,21,11
227,16,21,11
228,16,21,11
229,16,21,11
230,16,20,12
231,16,20,12
232,16,20,12
233,16,20,12
234,16,20,12
235,16,20,12
236,16,20,12
237,16,20,12
238,16,20,12
239,16,20,12
240,16,20,12
241,16,20,12
242,16,20,12
243,16,20,12
244,16,20,12
245,16,20,12
246,16,20,12
247,16,20,12
248,16,20,12
249,16,20,12
250,16,20,12
251,16,20,12
252,16,20,12
253,16,20,12
254,16,20,12
255,16,20,12
256,16,19,13
257,16,20,13
258,16,20,13
259,16,20,13
260,16,20,13
261,16,20,13
262,16,20,13
263,16,20,13
264,16,20,13
265,16,20,13
266,16,20,13
267,16,20,13
268,16,20,13
269,16,20,13
270,16,20,13
271,16,20,13
272,16,20,13
273,16,20,13
274,16,21,13
275,16,21,13
276,16,21,13
277,16,21,13
278,16,21,13
279,16,21,13
280,16,21,13
281,16,21,13
282,16,21,13
283,16,21,13
284,16,21,13
285,16,21,13
286,16,21,13
287,16,21,13
288,16,21,13
289,16,21,13
290,16,21,13
291,16,21,13
292,16,21,13
293,16,21,13
294,16,21,13
295,16,21,13
296,16,21,13
297,16,21,13
298,16,21,13
299,16,21,13
300,16,21,13
301,16,21,13
302,16,21,13
303,16,21,13
304,16,20,14
305,16,20,14
306,16,20,14
307,16,20,14
308,16,20,14
309,16,20,14
310,16,20,14
311,16,20,14
312,16,20,14
313,16,20,14
314,16,20,14
315,16,20,14
316,16,20,14
317,16,20,14
318,16,20,14
319,16,20,14
320,16,20,14
321,16,20,14
322,16,20,14
323,16,20,14
324,16,20,14
325,16,20,14
326,16,20,14
327,16,20,14
328,16,20,14
329,16,20,14
330,16,20,14
331,16,20,14
332,16,20,14
333,16,20,14
334,16,20,14
335,16,20,14
336,16,20,14
337,16,20,14
338,16,20,14
339,16,20,14
340,16,20,14
341,16,20,14
342,16,20,14
343,16,20,14
344,16,20,14
345,16,20,14
346,16,20,14
347,16,20,14
348,16,20,14
349,16,20,14
350,16,20,14
351,16,20,14
352,16,20,14
353,16,20,14
354,16,20,14
355,16,20,14
356,16,20,14
357,16,20,14
358,16,20,14
359,16,20,14
360,16,20,14
361,16,20,14
362,16,21,14
363,16,21,14
364,16,21,14
365,16,21,14
366,16,21,14
367,16,21,14
368,16,21,14
369,16,21,14
370,16,21,14
371,16,21,14
372,16,21,14
373,16,21,14
374,16,21,14
375,16,21,14
376,16,21,14
377,16,21,14
378,16,21,14
379,16,21,14
380,16,21,14
381,16,21,14
382,16,21,14
383,16,21,14
384,16,21,14
385,16,21,14
386,16,21,14
387,16,21,14
388,16,21,14
389,16,21,14
390,16,21,14
391,16,21,14
392,16,21,14
393,16,21,14
394,16,21,14
395,16,21,14
396,16,21,14
397,16,21,14
398,16,21,14
399,16,21,14
400,16,21,14
401,16,21,14
402,16,21,14
403,16,21,14
404,16,21,14
405,16,21,14
406,16,21,14
407,16,21,14
408,16,21,14
409,16,21,14
410,16,21,14
411,16,21,14
412,16,21,14
413,16,21,14
414,16,21,14
415,16,21,14
416,16,21,14
417,16,21,14
418,16,22,14
419,16,22,14
420,16,22,14
421,16,22,14
422,16,22,14
423,16,22,14
424,16,22,14
425,16,22,14
426,16,22,14
427,16,22,14
428,16,22,14
429,16,22,14
430,16,22,14
431,16,22,14
432,16,22,14
433,16,22,14
434,16,22,14
435,16,22,14
436,16,22,14
437,16,22,14
438,16,22,14
439,16,22,14
440,16,22,14
441,16,22,14
442,16,22,14
443,16,22,14
444,16,22,14
445,16,23,14
446,16,23,14
447,16,23,14
448,16,23,14
449,16,23,14
450,16,23,14
451,16,23,14
452,16,23,14
453,16,23,14
454,16,23,14
455,16,23,14
456,16,23,14
457,16,23,14
458,16,23,14
459,16,23,14
460,16,24,14
461,16,24,14
462,16,24,14
463,16,24,14
464,16,24,14
465,16,24,14
466,16,24,14
467,16,24,14
468,16,24,14
469,16,24,14
470,16,24,14
471,16,24,14
472,16,24,14
473,16,24,14
474,16,24,14
475,16,24,14
476,16,24,14
477,16,24,14
478,16,24,14
479,16,24,14
480,16,24,14
481,16,24,14
482,16,24,14
483,16,24,14
484,16,24,14
485,16,24,14
486,16,24,14
487,16,24,14
488,16,24,14
489,16,24,14
490,16,24,14
491,16,24,14
492,16,24,14
493,16,24,14
494,16,24,14
495,16,24,14
496,16,24,14
497,16,24,14
498,16,24,14
499,16,24,14
500,16,24,14
501,16,24,14
502,16,24,14
503,16,24,14
504,16,24,14
505,16,24,14
506,16,24,14
507,16,24,14
508,16,24,14
509,16,24,14
510,16,24,14
511,16,24,14
512,16,24,14
513,16,24,14
514,16,24,14
515,16,24,14
516,16,24,14
517,16,24,14
518,16,24,14
519,16,24,14
520,16,24,14
521,16,24,14
522,16,24,14
523,16,24,14
524,16,24,14
525,16,24,14
526,16,24,14
527,16,24,14
528,16,24,14
529,16,24,14
530,16,24,14
531,16,24,14
532,16,24,14
533,16,24,14
534,16,24,14
535,16,24,14
536,16,24,14
537,16,24,14
538,16,24,14
539,16,24,14
540,16,24,14
541,16,24,14
542,16,24,14
543,16,24,14
544,16,24,14
545,16,24,14
546,16,24,14
547,16,24,14
548,16,24,14
549,15,25,14
550,15,25,14
551,14,26,14
552,14,26,14
553,14,26,14
554,14,26,14
555,14,26,14
556,14,26,14
557,14,26,14
558,14,26,14
559,14,26,14
560,14,26,14
561,14,26,14
562,14,26,14
563,14,26,14
564,14,26,14
565,14,26,14
566,14,26,14
567,14,26,14
568,14,26,14
569,14,26,14
570,14,26,14
571,14,26,14
572,14,26,14
573,14,26,14
574,14,26,14
575,14,26,14
576,14,26,14
577,14,26,14
578,14,26,14
579,14,26,14
580,14,26,14
581,14,26,14
582,14,26,14
583,14,26,14
584,14,26,14
585,14,26,14
586,14,26,14
587,14,26,14
588,14,26,14
589,14,26,14
590,14,27,14
591,14,27,14
592,14,27,14
593,14,27,14
594,14,27,14
595,14,27,14
596,14,27,14
597,14,27,14
598,14,27,14
599,14,27,14
600,14,27,14
601,14,27,14
602,14,27,14
603,14,27,14
604,14,27,14
605,14,27,14
606,14,27,14
607,14,27,14
608,14,27,14
609,14,27,14
610,14,27,14
611,14,27,14
612,14,27,14
613,14,28,14
614,14,28,14
615,14,28,14
616,14,28,14
617,14,28,14
618,14,28,14
619,14,28,14
620,14,28,14
621,14,28,14
622,14,28,14
623,14,28,14
624,14,28,14
625,14,28,14
626,14,28,14
627,14,28,14
628,14,28,14
629,14,28,14
630,14,28,14
631,14,28,14
632,14,28,14
633,14,28,14
634,14,28,14
635,14,28,14
636,14,28,14
637,14,28,14
638,14,28,14
639,14,28,14
640,14,28,14
641,14,28,14
642,14,28,14
643,14,28,14
644,14,28,14
645,14,28,14
646,14,28,14
647,14,28,14
648,14,28,14
649,14,28,14
650,14,28,14
651,14,27,15
652,14,27,15
653,14,27,15
654,14,27,15
655,14,27,15
656,14,27,15
657,14,27,15
658,14,27,15
659,14,27,15
660,14,27,15
661,14,27,15
662,14,27,15
663,14,28,15
664,14,28,15
665,14,28,15
666,14,28,15
667,14,28,15
668,14,28,15
669,14,28,15
670,14,28,15
671,14,28,15
672,14,28,15
673,14,28,15
674,14,28,15
675,14,28,15
676,14,28,15
677,14,28,15
678,14,28,15
679,14,28,15
680,14,28,15
681,14,28,15
682,14,28,15
683,14,28,15
684,14,28,15
685,14,28,17
686,14,28,17
687,14,28,17
688,14,28,17
689,14,28,17
690,14,28,17
691,14,28,17
692,14,28,17
693,14,28,17
694,14,28,17
695,14,28,17
696,14,28,17
697,14,28,17
698,14,28,17
699,14,29,17
700,14,29,17
701,28,29,17
702,28,29,17
703,28,29,17
704,28,29,17
705,28,29,17
706,28,29,17
707,28,29,17
708,28,29,17
709,28,29,17
