Time_Frame,Grass,Prey,Hunter
0,12,25,10
1,12,25,10
2,12,25,10
3,12,25,10
4,12,25,10
5,12,25,10
6,12,25,10
7,12,25,10
8,12,25,10
9,12,25,10
10,12,25,10
11,12,25,10
12,12,25,10
13,12,25,10
14,12,25,10
15,12,25,10
16,12,25,10
17,12,25,10
18,12,25,10
19,12,25,10
20,12,25,10
21,12,25,10
22,12,25,10
23,12,25,10
24,12,25,10
25,12,25,10
26,12,25,10
27,12,25,10
28,12,25,10
29,12,25,10
30,12,25,10
31,12,25,10
32,12,25,10
33,12,25,10
34,12,25,10
35,12,25,10
36,12,25,10
37,12,25,10
38,12,25,10
39,12,25,10
40,12,25,10
41,12,25,10
42,12,25,10
43,12,25,10
44,12,25,10
45,12,25,10
46,12,25,10
47,12,25,10
48,12,25,10
49,12,25,10
50,12,25,10
51,12,25,10
52,12,25,10
53,12,26,10
54,12,26,10
55,12,26,10
56,12,26,10
57,12,27,10
58,12,27,10
59,12,27,10
60,12,27,10
61,12,27,10
62,12,27,10
63,12,27,10
64,12,27,10
65,12,27,10
66,12,27,10
67,12,27,10
68,12,27,10
69,12,27,10
70,12,27,10
71,12,27,10
72,12,27,10
73,12,27,10
74,12,27,10
75,12,27,10
76,12,27,10
77,12,27,10
78,12,27,10
79,12,27,10
80,12,27,10
81,12,27,10
82,12,26,11
83,12,26,11
84,12,26,11
85,12,26,11
86,12,26,11
87,12,26,11
88,12,26,11
89,12,26,11
90,12,26,11
91,12,26,11
92,12,26,11
93,12,26,11
94,12,26,11
95,12,26,11
96,12,26,11
97,12,26,11
98,12,26,11
99,12,26,11
100,12,26,11
101,12,26,11
102,12,26,12
103,12,26,12
104,12,26,12
105,12,26,12
106,12,26,12
107,12,26,12
108,12,26,12
109,12,26,12
110,12,26,12
111,12,26,12
112,12,26,12
113,12,26,12
114,12,25,13
115,12,25,13
116,12,25,13
117,12,25,13
118,12,25,13
119,12,25,13
120,12,25,13
121,12,25,13
122,12,25,13
123,12,25,13
124,12,25,13
125,12,25,13
126,12,25,13
127,12,25,13
128,12,25,13
129,12,25,13
130,12,25,13
131,12,25,13
132,12,25,13
133,12,25,13
134,12,25,13
135,12,25,13
136,12,25,13
137,12,25,13
138,12,25,13
139,12,25,13
140,12,25,13
141,12,25,13
142,12,25,13
143,12,25,13
144,12,25,13
145,12,25,13
146,12,25,13
147,12,25,13
148,12,26,13
149,12,26,13
150,12,26,13
151,12,26,13
152,12,26,13
153,12,26,13
154,12,26,13
155,12,26,13
156,12,26,13
157,12,26,13
158,12,26,13
159,12,26,13
160,12,26,13
161,12,26,13
162,12,26,13
163,12,26,13
164,12,26,13
165,12,26,13
166,12,26,13
167,12,26,13
168,12,26,13
169,12,26,13
170,12,26,13
171,12,26,13
172,12,26,13
173,12,26,13
174,12,26,13
175,12,26,13
176,12,26,13
177,12,26,13
178,12,26,13
179,12,27,13
180,12,27,13
181,12,27,13
182,12,27,13
183,12,27,13
184,12,27,13
185,12,27,13
186,12,27,13
187,12,27,13
188,12,27,13
189,12,27,13
190,12,27,13
191,12,27,13
192,12,27,13
193,12,27,13
194,12,27,13
195,12,27,13
196,12,27,13
197,12,27,13
198,12,27,13
199,12,27,13
200,12,28,13
201,12,28,13
202,12,28,13
203,12,28,13
204,12,28,13
205,12,28,13
206,12,28,13
207,12,28,13
208,12,28,13
209,12,29,13
210,12,30,13
211,12,30,13
212,12,30,13
213,12,30,13
214,12,30,13
215,12,30,13
216,12,30,13
217,12,30,13
218,12,30,13
219,12,30,13
220,12,30,13
221,12,30,13
222,12,30,13
223,12,30,13
224,12,30,13
225,12,30,13
226,12,30,13
227,12,30,13
228,12,30,13
229,12,30,13
230,12,30,13
231,12,30,13
232,12,30,13
233,12,30,13
234,12,31,13
