Time_Frame,Grass,Prey,Hunter
0,10,10,10
1,10,9,11
2,10,9,11
3,10,9,11
4,10,9,11
5,10,9,11
6,10,9,11
7,10,9,11
8,10,9,11
9,10,9,11
10,10,9,11
11,10,9,11
12,10,9,11
13,10,9,11
14,10,9,11
15,10,9,11
16,10,9,11
17,10,9,11
18,10,9,11
19,10,9,11
20,10,9,11
21,10,9,11
22,10,9,11
23,10,9,11
24,10,9,11
25,10,9,11
26,10,9,11
27,10,9,11
28,10,9,11
29,10,9,11
30,10,9,11
31,10,9,11
32,10,9,11
33,10,9,11
34,10,9,11
35,10,9,11
36,10,9,11
37,10,9,11
38,10,9,11
39,10,9,11
40,10,9,11
41,10,9,11
42,10,9,11
43,10,9,11
44,10,9,11
45,10,9,11
46,10,9,11
47,10,9,11
48,10,9,11
49,10,9,11
50,10,9,11
51,10,9,11
52,10,9,11
53,10,9,11
54,10,9,11
55,10,9,11
56,10,9,11
57,10,9,11
58,10,9,11
59,10,9,11
60,10,9,11
61,10,9,11
62,10,9,11
63,10,9,11
64,10,9,11
65,10,9,11
66,10,9,11
67,10,9,11
68,10,9,11
69,10,9,11
70,10,9,11
71,10,9,11
72,10,9,11
73,10,9,11
74,10,9,11
75,10,9,11
76,10,9,11
77,10,9,11
78,10,9,11
79,10,9,11
80,10,9,11
81,10,9,11
82,10,9,11
83,10,9,11
84,10,9,11
85,10,9,11
86,10,9,11
87,10,9,11
88,10,9,11
89,10,9,11
90,10,9,11
91,10,9,11
92,10,9,11
93,10,9,11
94,10,9,11
95,10,9,11
96,10,9,11
97,10,9,11
98,10,9,11
99,10,9,11
100,10,9,11
101,10,9,11
102,10,9,11
103,10,9,11
104,10,9,11
105,10,9,11
106,10,9,11
107,10,9,11
108,10,9,11
109,10,9,11
110,10,9,11
111,10,9,11
112,10,9,11
113,10,9,11
114,10,9,11
115,10,9,11
116,10,9,11
117,10,9,11
118,10,9,11
119,10,9,11
120,10,9,11
121,10,9,11
122,10,9,11
123,10,9,11
124,10,9,11
125,10,9,11
126,10,9,11
127,10,9,11
128,10,9,11
129,10,9,11
130,10,9,11
131,10,9,11
132,10,9,11
133,10,9,11
134,10,9,11
135,10,9,11
136,10,9,11
137,10,9,11
138,10,9,11
139,10,9,11
140,10,9,11
141,10,9,11
142,10,9,11
143,10,9,11
144,10,9,11
145,10,9,11
146,10,9,11
147,10,9,11
148,10,9,11
149,10,9,11
