0,5,count
559,Grass,10
559,Hunter,6
559,Prey,18
560,Grass,10
560,Hunter,6
560,Prey,18
561,Grass,10
561,Hunter,6
561,Prey,18
562,Grass,10
562,Hunter,6
562,Prey,18
563,Grass,10
563,Hunter,6
563,Prey,18
564,Grass,10
564,Hunter,6
564,Prey,18
565,Grass,10
565,Hunter,6
565,Prey,18
566,Grass,10
566,Hunter,6
566,Prey,18
567,Grass,10
567,Hunter,6
567,Prey,18
568,Grass,10
568,Hunter,6
568,Prey,19
569,Grass,10
569,Hunter,6
569,Prey,19
570,Grass,10
570,Hunter,6
570,Prey,19
571,Grass,10
571,Hunter,6
571,Prey,19
572,Grass,10
572,Hunter,6
572,Prey,19
573,Grass,10
573,Hunter,6
573,Prey,19
574,Grass,10
574,Hunter,6
574,Prey,19
575,Grass,10
575,Hunter,6
575,Prey,19
576,Grass,10
576,Hunter,6
576,Prey,19
577,Grass,10
577,Hunter,6
577,Prey,19
578,Grass,10
578,Hunter,6
578,Prey,19
579,Grass,10
579,Hunter,6
579,Prey,19
580,Grass,10
580,Hunter,6
580,Prey,19
581,Grass,10
581,Hunter,6
581,Prey,19
582,Grass,10
582,Hunter,6
582,Prey,19
583,Grass,10
583,Hunter,6
583,Prey,19
584,Grass,10
584,Hunter,6
584,Prey,19
585,Grass,10
585,Hunter,6
585,Prey,19
586,Grass,10
586,Hunter,6
586,Prey,19
587,Grass,10
587,Hunter,6
587,Prey,19
588,Grass,10
588,Hunter,6
588,Prey,19
589,Grass,10
589,Hunter,6
589,Prey,19
590,Grass,10
590,Hunter,6
590,Prey,19
591,Grass,10
591,Hunter,6
591,Prey,19
592,Grass,10
592,Hunter,6
592,Prey,19
593,Grass,10
593,Hunter,6
593,Prey,19
594,Grass,10
594,Hunter,6
594,Prey,19
595,Grass,10
595,Hunter,6
595,Prey,19
596,Grass,10
596,Hunter,6
596,Prey,19
597,Grass,10
597,Hunter,6
597,Prey,19
598,Grass,10
598,Hunter,6
598,Prey,19
599,Grass,10
599,Hunter,6
599,Prey,19
600,Grass,10
600,Hunter,6
600,Prey,19
601,Grass,10
601,Hunter,6
601,Prey,19
602,Grass,10
602,Hunter,6
602,Prey,19
603,Grass,10
603,Hunter,6
603,Prey,19
604,Grass,10
604,Hunter,6
604,Prey,19
605,Grass,10
605,Hunter,6
605,Prey,19
606,Grass,10
606,Hunter,6
606,Prey,19
607,Grass,10
607,Hunter,6
607,Prey,19
608,Grass,10
608,Hunter,6
608,Prey,19
609,Grass,10
609,Hunter,6
609,Prey,19
610,Grass,10
610,Hunter,6
610,Prey,19
611,Grass,10
611,Hunter,6
611,Prey,20
612,Grass,10
612,Hunter,6
612,Prey,20
613,Grass,10
613,Hunter,6
613,Prey,20
614,Grass,10
614,Hunter,6
614,Prey,20
615,Grass,10
615,Hunter,6
615,Prey,20
616,Grass,10
616,Hunter,6
616,Prey,20
617,Grass,10
617,Hunter,6
617,Prey,20
618,Grass,10
618,Hunter,6
618,Prey,20
619,Grass,10
619,Hunter,6
619,Prey,20
620,Grass,10
620,Hunter,6
620,Prey,20
621,Grass,10
621,Hunter,6
621,Prey,20
622,Grass,10
622,Hunter,6
622,Prey,20
623,Grass,10
623,Hunter,6
623,Prey,20
624,Grass,10
624,Hunter,6
624,Prey,20
625,Grass,10
625,Hunter,6
625,Prey,20
626,Grass,10
626,Hunter,6
626,Prey,20
627,Grass,10
627,Hunter,6
627,Prey,20
628,Grass,10
628,Hunter,6
628,Prey,20
629,Grass,10
629,Hunter,6
629,Prey,20
630,Grass,10
630,Hunter,6
630,Prey,20
631,Grass,10
631,Hunter,6
631,Prey,20
632,Grass,10
632,Hunter,6
632,Prey,20
633,Grass,10
633,Hunter,6
633,Prey,20
634,Grass,10
634,Hunter,6
634,Prey,20
635,Grass,10
635,Hunter,6
635,Prey,20
636,Grass,10
636,Hunter,6
636,Prey,20
637,Grass,10
637,Hunter,6
637,Prey,20
638,Grass,10
638,Hunter,7
638,Prey,19
639,Grass,10
639,Hunter,7
639,Prey,19
640,Grass,10
640,Hunter,7
640,Prey,19
641,Grass,10
641,Hunter,7
641,Prey,19
642,Grass,10
642,Hunter,7
642,Prey,19
643,Grass,10
643,Hunter,7
643,Prey,19
644,Grass,10
644,Hunter,7
644,Prey,19
645,Grass,10
645,Hunter,7
645,Prey,19
646,Grass,10
646,Hunter,7
646,Prey,19
647,Grass,10
647,Hunter,7
647,Prey,19
648,Grass,10
648,Hunter,7
648,Prey,19
649,Grass,10
649,Hunter,7
649,Prey,19
650,Grass,10
650,Hunter,7
650,Prey,19
651,Grass,10
651,Hunter,7
651,Prey,19
652,Grass,10
652,Hunter,7
652,Prey,19
653,Grass,10
653,Hunter,7
653,Prey,19
654,Grass,10
654,Hunter,7
654,Prey,19
655,Grass,10
655,Hunter,7
655,Prey,19
656,Grass,10
656,Hunter,7
656,Prey,19
657,Grass,10
657,Hunter,7
657,Prey,19
658,Grass,10
658,Hunter,7
658,Prey,19
659,Grass,10
659,Hunter,7
659,Prey,19
660,Grass,10
660,Hunter,7
660,Prey,19
661,Grass,10
661,Hunter,7
661,Prey,19
662,Grass,10
662,Hunter,7
662,Prey,19
663,Grass,10
663,Hunter,7
663,Prey,19
664,Grass,10
664,Hunter,7
664,Prey,19
665,Grass,10
665,Hunter,7
665,Prey,19
666,Grass,10
666,Hunter,7
666,Prey,19
667,Grass,10
667,Hunter,7
667,Prey,19
668,Grass,10
668,Hunter,7
668,Prey,19
669,Grass,10
669,Hunter,7
669,Prey,19
670,Grass,10
670,Hunter,7
670,Prey,19
671,Grass,10
671,Hunter,7
671,Prey,19
672,Grass,10
672,Hunter,7
672,Prey,19
673,Grass,10
673,Hunter,7
673,Prey,19
674,Grass,10
674,Hunter,7
674,Prey,19
675,Grass,10
675,Hunter,7
675,Prey,19
676,Grass,10
676,Hunter,7
676,Prey,19
677,Grass,10
677,Hunter,7
677,Prey,19
678,Grass,10
678,Hunter,7
678,Prey,19
679,Grass,10
679,Hunter,7
679,Prey,19
680,Grass,10
680,Hunter,7
680,Prey,19
681,Grass,10
681,Hunter,7
681,Prey,19
682,Grass,10
682,Hunter,7
682,Prey,19
683,Grass,10
683,Hunter,7
683,Prey,19
684,Grass,10
684,Hunter,7
684,Prey,19
685,Grass,10
685,Hunter,7
685,Prey,19
686,Grass,10
686,Hunter,7
686,Prey,19
687,Grass,10
687,Hunter,7
687,Prey,19
688,Grass,10
688,Hunter,7
688,Prey,19
689,Grass,10
689,Hunter,7
689,Prey,19
690,Grass,10
690,Hunter,7
690,Prey,19
691,Grass,10
691,Hunter,7
691,Prey,19
692,Grass,10
692,Hunter,7
692,Prey,19
693,Grass,10
693,Hunter,7
693,Prey,19
694,Grass,10
694,Hunter,7
694,Prey,19
695,Grass,10
695,Hunter,7
695,Prey,19
696,Grass,10
696,Hunter,7
696,Prey,19
697,Grass,10
697,Hunter,7
697,Prey,19
698,Grass,10
698,Hunter,7
698,Prey,19
699,Grass,10
699,Hunter,7
699,Prey,19
700,Grass,10
700,Hunter,7
700,Prey,19
701,Grass,10
701,Hunter,7
701,Prey,19
702,Grass,10
702,Hunter,7
702,Prey,19
703,Grass,10
703,Hunter,7
703,Prey,19
704,Grass,10
704,Hunter,7
704,Prey,19
705,Grass,10
705,Hunter,7
705,Prey,19
706,Grass,10
706,Hunter,7
706,Prey,19
707,Grass,10
707,Hunter,7
707,Prey,19
708,Grass,10
708,Hunter,7
708,Prey,19
709,Grass,10
709,Hunter,7
709,Prey,19
710,Grass,10
710,Hunter,7
710,Prey,19
711,Grass,10
711,Hunter,7
711,Prey,19
712,Grass,10
712,Hunter,7
712,Prey,19
713,Grass,10
713,Hunter,7
713,Prey,19
714,Grass,10
714,Hunter,7
714,Prey,19
715,Grass,10
715,Hunter,7
715,Prey,19
716,Grass,10
716,Hunter,7
716,Prey,19
717,Grass,10
717,Hunter,7
717,Prey,19
718,Grass,10
718,Hunter,7
718,Prey,19
719,Grass,10
719,Hunter,7
719,Prey,19
720,Grass,10
720,Hunter,7
720,Prey,19
721,Grass,10
721,Hunter,7
721,Prey,19
722,Grass,10
722,Hunter,7
722,Prey,19
723,Grass,10
723,Hunter,7
723,Prey,19
724,Grass,10
724,Hunter,7
724,Prey,19
725,Grass,10
725,Hunter,7
725,Prey,19
726,Grass,10
726,Hunter,7
726,Prey,19
727,Grass,10
727,Hunter,7
727,Prey,19
728,Grass,10
728,Hunter,7
728,Prey,19
729,Grass,10
729,Hunter,7
729,Prey,19
730,Grass,10
730,Hunter,7
730,Prey,19
731,Grass,10
731,Hunter,7
731,Prey,19
732,Grass,10
732,Hunter,7
732,Prey,19
733,Grass,10
733,Hunter,7
733,Prey,19
734,Grass,10
734,Hunter,7
734,Prey,19
735,Grass,10
735,Hunter,7
735,Prey,19
736,Grass,10
736,Hunter,7
736,Prey,19
737,Grass,10
737,Hunter,8
737,Prey,18
738,Grass,10
738,Hunter,8
738,Prey,18
739,Grass,10
739,Hunter,8
739,Prey,18
740,Grass,10
740,Hunter,8
740,Prey,18
741,Grass,10
741,Hunter,8
741,Prey,18
742,Grass,10
742,Hunter,8
742,Prey,18
743,Grass,10
743,Hunter,8
743,Prey,18
744,Grass,10
744,Hunter,8
744,Prey,18
745,Grass,10
745,Hunter,8
745,Prey,18
746,Grass,10
746,Hunter,8
746,Prey,18
747,Grass,10
747,Hunter,8
747,Prey,18
748,Grass,10
748,Hunter,8
748,Prey,18
749,Grass,10
749,Hunter,8
749,Prey,18
750,Grass,10
750,Hunter,8
750,Prey,18
751,Grass,10
751,Hunter,8
751,Prey,18
752,Grass,10
752,Hunter,8
752,Prey,18
753,Grass,10
753,Hunter,8
753,Prey,18
754,Grass,10
754,Hunter,8
754,Prey,18
755,Grass,10
755,Hunter,8
755,Prey,18
756,Grass,10
756,Hunter,8
756,Prey,18
757,Grass,10
757,Hunter,8
757,Prey,18
758,Grass,10
758,Hunter,8
758,Prey,18
759,Grass,10
759,Hunter,8
759,Prey,18
760,Grass,10
760,Hunter,8
760,Prey,18
761,Grass,10
761,Hunter,8
761,Prey,18
762,Grass,10
762,Hunter,8
762,Prey,18
763,Grass,10
763,Hunter,8
763,Prey,18
764,Grass,10
764,Hunter,8
764,Prey,18
765,Grass,10
765,Hunter,8
765,Prey,18
766,Grass,10
766,Hunter,8
766,Prey,18
767,Grass,10
767,Hunter,8
767,Prey,18
768,Grass,10
768,Hunter,8
768,Prey,18
769,Grass,10
769,Hunter,8
769,Prey,18
770,Grass,10
770,Hunter,8
770,Prey,18
771,Grass,10
771,Hunter,8
771,Prey,18
772,Grass,10
772,Hunter,8
772,Prey,18
773,Grass,10
773,Hunter,8
773,Prey,18
774,Grass,10
774,Hunter,8
774,Prey,18
775,Grass,10
775,Hunter,8
775,Prey,18
776,Grass,10
776,Hunter,8
776,Prey,18
777,Grass,10
777,Hunter,8
777,Prey,18
778,Grass,10
778,Hunter,8
778,Prey,18
779,Grass,10
779,Hunter,8
779,Prey,18
780,Grass,10
780,Hunter,8
780,Prey,18
781,Grass,10
781,Hunter,8
781,Prey,18
782,Grass,10
782,Hunter,8
782,Prey,18
783,Grass,10
783,Hunter,8
783,Prey,18
784,Grass,10
784,Hunter,8
784,Prey,18
785,Grass,10
785,Hunter,8
785,Prey,18
786,Grass,10
786,Hunter,7
786,Prey,18
787,Grass,10
787,Hunter,7
787,Prey,18
788,Grass,10
788,Hunter,7
788,Prey,18
789,Grass,10
789,Hunter,7
789,Prey,18
790,Grass,10
790,Hunter,7
790,Prey,18
791,Grass,10
791,Hunter,7
791,Prey,18
792,Grass,10
792,Hunter,7
792,Prey,18
793,Grass,10
793,Hunter,7
793,Prey,18
794,Grass,10
794,Hunter,7
794,Prey,18
795,Grass,10
795,Hunter,7
795,Prey,18
796,Grass,10
796,Hunter,7
796,Prey,18
797,Grass,10
797,Hunter,7
797,Prey,18
798,Grass,10
798,Hunter,7
798,Prey,18
799,Grass,10
799,Hunter,7
799,Prey,18
800,Grass,10
800,Hunter,7
800,Prey,18
801,Grass,10
801,Hunter,7
801,Prey,18
802,Grass,10
802,Hunter,7
802,Prey,18
803,Grass,10
803,Hunter,7
803,Prey,18
804,Grass,10
804,Hunter,7
804,Prey,18
805,Grass,10
805,Hunter,7
805,Prey,18
806,Grass,10
806,Hunter,7
806,Prey,18
807,Grass,10
807,Hunter,7
807,Prey,18
808,Grass,10
808,Hunter,7
808,Prey,18
809,Grass,10
809,Hunter,7
809,Prey,18
810,Grass,10
810,Hunter,7
810,Prey,18
811,Grass,10
811,Hunter,7
811,Prey,18
812,Grass,10
812,Hunter,7
812,Prey,18
813,Grass,10
813,Hunter,7
813,Prey,18
814,Grass,10
814,Hunter,7
814,Prey,18
815,Grass,10
815,Hunter,7
815,Prey,18
816,Grass,10
816,Hunter,7
816,Prey,18
817,Grass,10
817,Hunter,7
817,Prey,18
818,Grass,10
818,Hunter,7
818,Prey,18
819,Grass,10
819,Hunter,7
819,Prey,18
820,Grass,10
820,Hunter,7
820,Prey,18
821,Grass,10
821,Hunter,7
821,Prey,18
822,Grass,10
822,Hunter,7
822,Prey,18
823,Grass,10
823,Hunter,7
823,Prey,18
824,Grass,10
824,Hunter,7
824,Prey,18
825,Grass,10
825,Hunter,7
825,Prey,18
826,Grass,10
826,Hunter,7
826,Prey,18
827,Grass,10
827,Hunter,7
827,Prey,18
828,Grass,10
828,Hunter,7
828,Prey,18
829,Grass,10
829,Hunter,7
829,Prey,18
830,Grass,10
830,Hunter,7
830,Prey,18
831,Grass,10
831,Hunter,7
831,Prey,18
832,Grass,10
832,Hunter,7
832,Prey,18
833,Grass,10
833,Hunter,7
833,Prey,18
834,Grass,10
834,Hunter,7
834,Prey,18
835,Grass,10
835,Hunter,7
835,Prey,18
836,Grass,10
836,Hunter,7
836,Prey,18
837,Grass,10
837,Hunter,7
837,Prey,18
838,Grass,10
838,Hunter,7
838,Prey,18
839,Grass,10
839,Hunter,7
839,Prey,18
840,Grass,10
840,Hunter,7
840,Prey,18
841,Grass,10
841,Hunter,7
841,Prey,18
842,Grass,10
842,Hunter,7
842,Prey,18
843,Grass,10
843,Hunter,7
843,Prey,18
844,Grass,10
844,Hunter,7
844,Prey,18
845,Grass,10
845,Hunter,7
845,Prey,18
846,Grass,10
846,Hunter,7
846,Prey,18
847,Grass,10
847,Hunter,7
847,Prey,18
848,Grass,10
848,Hunter,7
848,Prey,18
849,Grass,10
849,Hunter,7
849,Prey,18
850,Grass,10
850,Hunter,7
850,Prey,18
851,Grass,10
851,Hunter,7
851,Prey,18
852,Grass,10
852,Hunter,7
852,Prey,18
853,Grass,10
853,Hunter,7
853,Prey,18
854,Grass,10
854,Hunter,7
854,Prey,18
855,Grass,10
855,Hunter,7
855,Prey,18
856,Grass,10
856,Hunter,7
856,Prey,18
857,Grass,10
857,Hunter,7
857,Prey,18
858,Grass,10
858,Hunter,7
858,Prey,18
859,Grass,10
859,Hunter,7
859,Prey,18
860,Grass,10
860,Hunter,7
860,Prey,18
861,Grass,10
861,Hunter,7
861,Prey,18
862,Grass,10
862,Hunter,7
862,Prey,18
863,Grass,10
863,Hunter,7
863,Prey,18
864,Grass,10
864,Hunter,7
864,Prey,18
865,Grass,10
865,Hunter,7
865,Prey,18
866,Grass,10
866,Hunter,7
866,Prey,18
867,Grass,10
867,Hunter,7
867,Prey,18
868,Grass,10
868,Hunter,7
868,Prey,18
869,Grass,10
869,Hunter,7
869,Prey,18
870,Grass,10
870,Hunter,7
870,Prey,18
871,Grass,10
871,Hunter,7
871,Prey,18
872,Grass,10
872,Hunter,7
872,Prey,18
873,Grass,10
873,Hunter,7
873,Prey,18
874,Grass,10
874,Hunter,7
874,Prey,18
875,Grass,10
875,Hunter,7
875,Prey,18
876,Grass,10
876,Hunter,7
876,Prey,18
877,Grass,10
877,Hunter,7
877,Prey,18
878,Grass,10
878,Hunter,7
878,Prey,18
879,Grass,10
879,Hunter,7
879,Prey,18
880,Grass,10
880,Hunter,7
880,Prey,18
881,Grass,10
881,Hunter,7
881,Prey,18
882,Grass,10
882,Hunter,7
882,Prey,18
883,Grass,10
883,Hunter,7
883,Prey,18
884,Grass,10
884,Hunter,7
884,Prey,18
885,Grass,10
885,Hunter,7
885,Prey,18
886,Grass,10
886,Hunter,7
886,Prey,18
887,Grass,10
887,Hunter,7
887,Prey,18
888,Grass,10
888,Hunter,7
888,Prey,18
889,Grass,10
889,Hunter,7
889,Prey,18
890,Grass,10
890,Hunter,7
890,Prey,18
891,Grass,10
891,Hunter,7
891,Prey,18
892,Grass,10
892,Hunter,7
892,Prey,18
893,Grass,10
893,Hunter,7
893,Prey,18
894,Grass,10
894,Hunter,7
894,Prey,18
895,Grass,10
895,Hunter,7
895,Prey,18
896,Grass,10
896,Hunter,7
896,Prey,18
897,Grass,10
897,Hunter,7
897,Prey,18
898,Grass,10
898,Hunter,7
898,Prey,18
899,Grass,10
899,Hunter,7
899,Prey,18
900,Grass,10
900,Hunter,7
900,Prey,18
901,Grass,10
901,Hunter,7
901,Prey,18
902,Grass,10
902,Hunter,7
902,Prey,18
903,Grass,10
903,Hunter,7
903,Prey,18
904,Grass,10
904,Hunter,7
904,Prey,18
905,Grass,10
905,Hunter,7
905,Prey,18
906,Grass,10
906,Hunter,7
906,Prey,19
907,Grass,10
907,Hunter,7
907,Prey,19
908,Grass,10
908,Hunter,7
908,Prey,19
909,Grass,10
909,Hunter,7
909,Prey,19
910,Grass,10
910,Hunter,7
910,Prey,19
911,Grass,10
911,Hunter,7
911,Prey,19
912,Grass,10
912,Hunter,7
912,Prey,19
913,Grass,10
913,Hunter,7
913,Prey,19
914,Grass,10
914,Hunter,7
914,Prey,19
915,Grass,10
915,Hunter,7
915,Prey,19
916,Grass,10
916,Hunter,7
916,Prey,19
917,Grass,10
917,Hunter,7
917,Prey,19
918,Grass,10
918,Hunter,7
918,Prey,19
919,Grass,10
919,Hunter,7
919,Prey,19
920,Grass,10
920,Hunter,7
920,Prey,19
921,Grass,10
921,Hunter,7
921,Prey,19
922,Grass,10
922,Hunter,7
922,Prey,19
923,Grass,10
923,Hunter,7
923,Prey,19
924,Grass,10
924,Hunter,7
924,Prey,19
925,Grass,10
925,Hunter,7
925,Prey,19
926,Grass,10
926,Hunter,7
926,Prey,19
927,Grass,10
927,Hunter,7
927,Prey,19
928,Grass,10
928,Hunter,7
928,Prey,19
929,Grass,10
929,Hunter,7
929,Prey,19
930,Grass,10
930,Hunter,7
930,Prey,19
931,Grass,10
931,Hunter,7
931,Prey,19
932,Grass,10
932,Hunter,7
932,Prey,19
933,Grass,10
933,Hunter,7
933,Prey,19
934,Grass,10
934,Hunter,7
934,Prey,19
935,Grass,10
935,Hunter,7
935,Prey,19
936,Grass,10
936,Hunter,7
936,Prey,19
937,Grass,10
937,Hunter,7
937,Prey,19
938,Grass,10
938,Hunter,7
938,Prey,19
939,Grass,10
939,Hunter,7
939,Prey,19
940,Grass,10
940,Hunter,7
940,Prey,19
941,Grass,10
941,Hunter,7
941,Prey,19
942,Grass,10
942,Hunter,7
942,Prey,19
943,Grass,10
943,Hunter,7
943,Prey,19
944,Grass,10
944,Hunter,7
944,Prey,19
945,Grass,10
945,Hunter,7
945,Prey,19
946,Grass,10
946,Hunter,7
946,Prey,19
947,Grass,10
947,Hunter,7
947,Prey,19
948,Grass,10
948,Hunter,7
948,Prey,19
949,Grass,10
949,Hunter,7
949,Prey,19
950,Grass,10
950,Hunter,7
950,Prey,19
951,Grass,10
951,Hunter,7
951,Prey,19
952,Grass,10
952,Hunter,7
952,Prey,19
953,Grass,10
953,Hunter,7
953,Prey,19
954,Grass,10
954,Hunter,7
954,Prey,19
955,Grass,10
955,Hunter,7
955,Prey,19
956,Grass,10
956,Hunter,7
956,Prey,19
957,Grass,10
957,Hunter,7
957,Prey,19
958,Grass,10
958,Hunter,7
958,Prey,19
959,Grass,10
959,Hunter,7
959,Prey,19
960,Grass,10
960,Hunter,7
960,Prey,19
961,Grass,10
961,Hunter,7
961,Prey,19
962,Grass,10
962,Hunter,7
962,Prey,19
963,Grass,10
963,Hunter,7
963,Prey,19
964,Grass,10
964,Hunter,7
964,Prey,19
965,Grass,10
965,Hunter,7
965,Prey,19
966,Grass,10
966,Hunter,7
966,Prey,19
967,Grass,10
967,Hunter,7
967,Prey,19
968,Grass,10
968,Hunter,7
968,Prey,19
969,Grass,10
969,Hunter,7
969,Prey,19
970,Grass,10
970,Hunter,7
970,Prey,19
971,Grass,10
971,Hunter,7
971,Prey,19
972,Grass,10
972,Hunter,7
972,Prey,19
973,Grass,10
973,Hunter,7
973,Prey,19
974,Grass,10
974,Hunter,7
974,Prey,19
975,Grass,10
975,Hunter,7
975,Prey,19
976,Grass,10
976,Hunter,7
976,Prey,19
977,Grass,10
977,Hunter,7
977,Prey,19
978,Grass,10
978,Hunter,7
978,Prey,19
979,Grass,10
979,Hunter,7
979,Prey,19
980,Grass,10
980,Hunter,7
980,Prey,19
981,Grass,10
981,Hunter,7
981,Prey,19
982,Grass,10
982,Hunter,7
982,Prey,19
983,Grass,10
983,Hunter,7
983,Prey,19
984,Grass,10
984,Hunter,7
984,Prey,19
985,Grass,10
985,Hunter,7
985,Prey,19
986,Grass,10
986,Hunter,7
986,Prey,19
987,Grass,10
987,Hunter,7
987,Prey,19
988,Grass,10
988,Hunter,7
988,Prey,19
989,Grass,10
989,Hunter,7
989,Prey,19
990,Grass,10
990,Hunter,7
990,Prey,19
991,Grass,10
991,Hunter,7
991,Prey,19
992,Grass,10
992,Hunter,7
992,Prey,19
993,Grass,10
993,Hunter,7
993,Prey,19
994,Grass,10
994,Hunter,7
994,Prey,19
995,Grass,10
995,Hunter,7
995,Prey,19
996,Grass,10
996,Hunter,7
996,Prey,19
997,Grass,10
997,Hunter,7
997,Prey,19
998,Grass,10
998,Hunter,7
998,Prey,19
999,Grass,10
999,Hunter,7
999,Prey,19
1000,Grass,10
1000,Hunter,7
1000,Prey,19
1001,Grass,20
1001,Hunter,7
1001,Prey,19
1002,Grass,20
1002,Hunter,7
1002,Prey,19
1003,Grass,20
1003,Hunter,7
1003,Prey,19
1004,Grass,20
1004,Hunter,7
1004,Prey,19
1005,Grass,20
1005,Hunter,7
1005,Prey,19
1006,Grass,20
1006,Hunter,7
1006,Prey,19
1007,Grass,20
1007,Hunter,8
1007,Prey,18
1008,Grass,20
1008,Hunter,8
1008,Prey,18
1009,Grass,20
1009,Hunter,8
1009,Prey,18
1010,Grass,20
1010,Hunter,8
1010,Prey,18
1011,Grass,20
1011,Hunter,8
1011,Prey,18
1012,Grass,20
1012,Hunter,8
1012,Prey,18
1013,Grass,20
1013,Hunter,8
1013,Prey,18
1014,Grass,20
1014,Hunter,8
1014,Prey,18
1015,Grass,20
1015,Hunter,8
1015,Prey,18
1016,Grass,20
1016,Hunter,8
1016,Prey,18
1017,Grass,20
1017,Hunter,8
1017,Prey,18
1018,Grass,20
1018,Hunter,8
1018,Prey,18
1019,Grass,20
1019,Hunter,8
1019,Prey,18
1020,Grass,20
1020,Hunter,8
1020,Prey,18
1021,Grass,20
1021,Hunter,8
1021,Prey,18
1022,Grass,20
1022,Hunter,8
1022,Prey,18
1023,Grass,20
1023,Hunter,8
1023,Prey,18
1024,Grass,20
1024,Hunter,8
1024,Prey,18
1025,Grass,20
1025,Hunter,8
1025,Prey,18
1026,Grass,20
1026,Hunter,9
1026,Prey,17
1027,Grass,20
1027,Hunter,9
1027,Prey,17
1028,Grass,20
1028,Hunter,9
1028,Prey,17
1029,Grass,20
1029,Hunter,9
1029,Prey,17
1030,Grass,20
1030,Hunter,9
1030,Prey,17
1031,Grass,20
1031,Hunter,9
1031,Prey,17
1032,Grass,20
1032,Hunter,9
1032,Prey,17
1033,Grass,20
1033,Hunter,9
1033,Prey,17
1034,Grass,20
1034,Hunter,9
1034,Prey,17
1035,Grass,20
1035,Hunter,9
1035,Prey,17
1036,Grass,20
1036,Hunter,9
1036,Prey,17
1037,Grass,20
1037,Hunter,9
1037,Prey,17
1038,Grass,20
1038,Hunter,9
1038,Prey,17
1039,Grass,20
1039,Hunter,9
1039,Prey,17
1040,Grass,20
1040,Hunter,9
1040,Prey,17
1041,Grass,20
1041,Hunter,9
1041,Prey,17
1042,Grass,20
1042,Hunter,9
1042,Prey,17
1043,Grass,20
1043,Hunter,9
1043,Prey,17
1044,Grass,20
1044,Hunter,9
1044,Prey,17
1045,Grass,20
1045,Hunter,9
1045,Prey,17
1046,Grass,20
1046,Hunter,9
1046,Prey,17
1047,Grass,20
1047,Hunter,9
1047,Prey,17
1048,Grass,20
1048,Hunter,9
1048,Prey,17
1049,Grass,20
1049,Hunter,9
1049,Prey,17
1050,Grass,20
1050,Hunter,9
1050,Prey,17
1051,Grass,20
1051,Hunter,9
1051,Prey,17
1052,Grass,20
1052,Hunter,9
1052,Prey,17
1053,Grass,20
1053,Hunter,9
1053,Prey,18
1054,Grass,20
1054,Hunter,9
1054,Prey,18
1055,Grass,20
1055,Hunter,9
1055,Prey,18
1056,Grass,20
1056,Hunter,9
1056,Prey,18
1057,Grass,20
1057,Hunter,9
1057,Prey,18
1058,Grass,20
1058,Hunter,9
1058,Prey,19
1059,Grass,20
1059,Hunter,9
1059,Prey,19
1060,Grass,20
1060,Hunter,9
1060,Prey,19
1061,Grass,20
1061,Hunter,9
1061,Prey,19
1062,Grass,20
1062,Hunter,9
1062,Prey,19
1063,Grass,20
1063,Hunter,9
1063,Prey,19
1064,Grass,20
1064,Hunter,9
1064,Prey,19
1065,Grass,20
1065,Hunter,9
1065,Prey,19
1066,Grass,20
1066,Hunter,9
1066,Prey,19
1067,Grass,20
1067,Hunter,9
1067,Prey,19
1068,Grass,20
1068,Hunter,9
1068,Prey,19
1069,Grass,20
1069,Hunter,9
1069,Prey,19
1070,Grass,20
1070,Hunter,9
1070,Prey,19
1071,Grass,20
1071,Hunter,9
1071,Prey,19
1072,Grass,20
1072,Hunter,9
1072,Prey,19
1073,Grass,20
1073,Hunter,8
1073,Prey,19
1074,Grass,20
1074,Hunter,8
1074,Prey,19
1075,Grass,20
1075,Hunter,8
1075,Prey,19
1076,Grass,20
1076,Hunter,8
1076,Prey,19
1077,Grass,20
1077,Hunter,8
1077,Prey,19
1078,Grass,20
1078,Hunter,8
1078,Prey,19
1079,Grass,20
1079,Hunter,8
1079,Prey,19
1080,Grass,20
1080,Hunter,8
1080,Prey,19
1081,Grass,20
1081,Hunter,8
1081,Prey,19
1082,Grass,19
1082,Hunter,8
1082,Prey,20
1083,Grass,19
1083,Hunter,8
1083,Prey,20
1084,Grass,19
1084,Hunter,8
1084,Prey,20
1085,Grass,19
1085,Hunter,8
1085,Prey,20
1086,Grass,19
1086,Hunter,8
1086,Prey,20
1087,Grass,19
1087,Hunter,8
1087,Prey,20
1088,Grass,19
1088,Hunter,8
1088,Prey,20
1089,Grass,19
1089,Hunter,8
1089,Prey,20
1090,Grass,19
1090,Hunter,8
1090,Prey,20
1091,Grass,19
1091,Hunter,8
1091,Prey,20
1092,Grass,19
1092,Hunter,8
1092,Prey,20
1093,Grass,19
1093,Hunter,8
1093,Prey,20
1094,Grass,19
1094,Hunter,8
1094,Prey,20
1095,Grass,19
1095,Hunter,8
1095,Prey,20
1096,Grass,19
1096,Hunter,8
1096,Prey,20
1097,Grass,19
1097,Hunter,8
1097,Prey,20
1098,Grass,19
1098,Hunter,8
1098,Prey,20
1099,Grass,19
1099,Hunter,8
1099,Prey,20
1100,Grass,19
1100,Hunter,8
1100,Prey,21
1101,Grass,19
1101,Hunter,8
1101,Prey,21
1102,Grass,19
1102,Hunter,8
1102,Prey,21
1103,Grass,19
1103,Hunter,8
1103,Prey,21
1104,Grass,19
1104,Hunter,8
1104,Prey,21
1105,Grass,19
1105,Hunter,8
1105,Prey,21
